"CI Number"	"Name"	"CI Status"	"Type"	"Manufacturer"	"Model"	"Solution"	"Environnement"	"Server Role"	"Critical Level"	"Supported by company"	"Location (Full)"	"GxP Impact"	"Monitoring"	"Availability"	"PRA"	"Complexity/Application IT Criticity"	"SLA Uplift"	"Technical Support Group"	"Application Support Group"	"Maintenance Group"	"Maintenance Schedule"	
"S361V100"	"S361V100"	"In production"	"PHYSICAL SERVER"	"Dell"	"PowerEdge R430"	"WAFS"	"PRD"	"HYPER-V Server"	"High"	"Fujitsu"	"EUROPE/LITUANIE/PANEVEZYS"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"Low"	"0"	"CORP_ISC_Wintel"	""	"WSPECB"	""	
"S801A01"	"S801A01"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"SCCM|DHCP"	"PRD"	"DP SCCM 2012 & DHCP"	"Low"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O3"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A"	""	
"S801A01\IIS"	"S801A01\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SCCM|DHCP"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S801A01\SCCMDP"	"S801A01\SCCMDP"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SCCM|DHCP"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"High"	"0"	"CORP_ISC_EM"	""	""	""	
"S801F01"	"S801F01"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"BURO"	"PRD"	"File Server & Print Server"	"Medium"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O3"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A"	""	
"s801f01\DHCP"	"s801f01\DHCP"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"BURO"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S801F01\File Server"	"S801F01\File Server"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"BURO"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S801F01\IIS"	"S801F01\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"BURO"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S801F01\Print Server"	"S801F01\Print Server"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"BURO"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S801T01R"	"S801T01R"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"AD_E"	"PRD"	"Domain controller 2016"	"Medium"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O3"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"S801T01R\DNS"	"S801T01R\DNS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"AD_E"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S801V100"	"S801V100"	"In production"	"PHYSICAL SERVER"	"Dell"	"PowerEdge T320 TPM"	"WAFS"	"PRD"	"HYPER-V Server"	"High"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"Low"	"0"	"CORP_ISC_Wintel"	""	"WSPECB Week end"	""	
"S92BA01"	"S92BA01"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"SCCM"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O7"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"S92BA01\IIS"	"S92BA01\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SCCM"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S92BA01\SCCMDP"	"S92BA01\SCCMDP"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SCCM"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"High"	"0"	"CORP_ISC_EM"	""	""	""	
"S92BA10"	"S92BA10"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"SCCM"	"PRD"	"SCCM DP"	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[SECONDARY GUARD HOUSE]]"	"0"	"Zabbix"	"AVAIL2 - 24/5"	"O7"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"S92BA10\IIS"	"S92BA10\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SCCM"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[SECONDARY GUARD HOUSE]]"	"0"	"None"	"AVAIL2 - 24/5"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S92BA10\SCCMDP"	"S92BA10\SCCMDP"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SCCM"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[SECONDARY GUARD HOUSE]]"	"0"	"None"	"AVAIL2 - 24/5"	"None"	"High"	"0"	"CORP_ISC_EM"	""	""	""	
"S92BI01"	"S92BI01"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"DHCP/OTMA/RINT"	"PRD"	"DHCP Print Server (FollowMe)"	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O7"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"S92BI01\DHCP"	"S92BI01\DHCP"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"DHCP/OTMA/RINT"	"PRD"	""	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S92BI01\FOL92B01"	"S92BI01\FOL92B01"	"In production"	"DATABASE INSTANCE"	"Roquette"	"MSSQL"	"DHCP / OTMA / RINT"	"PRD"	""	"High"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"1"	"CORP_ISC_SQL"	""	""	""	
"S92BI01\IIS"	"S92BI01\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"DHCP/OTMA/RINT"	"PRD"	""	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S92BI01\Print Server"	"S92BI01\Print Server"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"DHCP/OTMA/RINT"	"PRD"	""	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S92BT01R"	"S92BT01R"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"AD_E"	"PRD"	""	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O7"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"S92BT01R\DNS"	"S92BT01R\DNS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"AD_E"	"PRD"	""	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S92BT10R"	"S92BT10R"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"AD_E"	"PRD"	"RODC"	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[SECONDARY GUARD HOUSE]]"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O7"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"S92BT10R\DNS"	"S92BT10R\DNS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"AD_E"	"PRD"	""	"Medium"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[SECONDARY GUARD HOUSE]]"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"S92BV100"	"S92BV100"	"In production"	"PHYSICAL SERVER"	"Cisco"	"UCS C220 M5 Standalone"	"WAFS"	"PRD"	"HYPER-V Server"	"High"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]/[[I.T. Room U80]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"Average"	"0"	"CORP_ISC_Wintel"	""	"WSPECB - During weekend"	""	
"S92BV101"	"S92BV101"	"In production"	"PHYSICAL SERVER"	"Cisco"	"UCS C220 M5 Standalone"	"WAFS"	"PRD"	"HYPER-V Server"	"High"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[QUALITY BUILDING]]/[[I.T. Room U90]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"Average"	"0"	"CORP_ISC_Wintel"	""	"WSPECB - During weekend"	""	
"SAASA002"	"SAASA002"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"S273 (CMMS)"	"PRD"	"SQL local application"	"Low"	"Fujitsu"	"ASIA/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAASA003"	"SAASA003"	"Ready for Deployment"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"PSRI"	"PRE-PROD"	"PCSoft Application + Session host"	"Medium"	"Fujitsu"	"ASIA/AZURE"	"0"	"Zabbix"	"AVAIL2 - 24/5"	""	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAASA004"	"SAASA004"	"Ready for Deployment"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"PSRI"	"PRE-PROD"	"PCSoft Application + Session host"	"Medium"	"Fujitsu"	"ASIA/AZURE"	"0"	"Zabbix"	"AVAIL2 - 24/5"	""	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAASA005"	"SAASA005"	"Ready for Deployment"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"PSRI"	"PRE-PROD"	"PCSoft Application + SQL + RDS (Broker+Web)"	"Medium"	"Fujitsu"	"ASIA/AZURE"	"0"	"Zabbix"	"AVAIL2 - 24/5"	""	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAAST01A"	"SAAST01A"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"AD_E"	"PRD"	"AD Server"	"Medium"	"Fujitsu"	"ASIA/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3C - Prod which patched on Sunday"	""	
"SAAST01A\DNS"	"SAAST01A\DNS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"AD_E"	"PRD"	""	"Medium"	"Fujitsu"	"ASIA/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA002"	"SAEUA002"	"Ready for Deployment"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"INFOR"	"PRD SOON"	"Business Engine Data Management"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Low"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3A - Prod patched during night or week-end"	""	
"SAEUA004"	"SAEUA004"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"FAPS"	"PRD"	"GitLab Instance"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_NIX"	""	"W3A - Prod patched during night or week-end"	""	
"SAEUA004\Automation Framework"	"SAEUA004\Automation Framework"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"Fujitsu"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Scheduling"	""	""	""	
"SAEUA006"	"SAEUA006"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"QLIK"	"PRD"	"Self Service server prod"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"WSPECB - Prod with specific procedure / specific hours"	""	
"SAEUA008"	"SAEUA008"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"SAP-HRP HANA DB"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_FUNC_HR"	"W3C - Prod which patched on Sunday"	""	
"SAEUA009"	"SAEUA009"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"SAP-HRP AS"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_FUNC_HR"	"W3C - Prod which patched on Sunday"	""	
"SAEUA00A"	"SAEUA00A"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SARE"	"PRD"	"Master Media Server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"No"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	""	"WSPECB -	 Prod with specific procedure / specific hours"	""	
"SAEUA00B"	"SAEUA00B"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"BAST"	"PRD"	"ICE BREAKER BASTION GW"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA014"	"SAEUA014"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"FAPS"	"PRD"	"GitLab Runners"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_NIX"	""	"W3A - Prod patched during night or week-end"	""	
"SAEUA014\Automation Framework"	"SAEUA014\Automation Framework"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"FAPS"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Scheduling"	""	""	""	
"SAEUA026"	"SAEUA026"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"AZUR"	"PRD"	"Aure Devopps (ex VSTS)"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA029"	"SAEUA029"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"LECK"	"PRD"	"Lecko Extractor + Mongo DB"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"SAEUA02A"	"SAEUA02A"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"ZABX"	"PRD"	"Zabbix server"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_NIX"	""	"N/A - Not Applicable"	""	
"SAEUA02A\Grafana 8.3.3"	"SAEUA02A\Grafana 8.3.3"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_EM"	""	""	""	
"SAEUA02A\Pacemaker"	"SAEUA02A\Pacemaker"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_NIX"	""	""	""	
"SAEUA02A\Zabbix 5.4.8"	"SAEUA02A\Zabbix 5.4.8"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_EM"	""	""	""	
"SAEUA02B"	"SAEUA02B"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"ZABX"	"PRD"	"Secondary ZABBIX SQL Server"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_NIX"	""	"N/A - Not Applicable"	""	
"SAEUA02B\Grafana 8.3.3"	"SAEUA02B\Grafana 8.3.3"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_EM"	""	""	""	
"SAEUA02B\Pacemaker"	"SAEUA02B\Pacemaker"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_NIX"	""	""	""	
"SAEUA02B\Zabbix 5.4.8"	"SAEUA02B\Zabbix 5.4.8"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_EM"	""	""	""	
"SAEUA02C"	"SAEUA02C"	"In production"	"CLUSTER"	"Roquette"	"FAILOVER Cluster"	"ZABX"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_NIX"	""	""	""	
"SAEUA030"	"SAEUA030"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"DEXP"	"PRD"	"DataEnricher for Nexthink"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3C - Prod which patched on Sunday"	""	
"SAEUA031"	"SAEUA031"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"STOC"	"DEV"	"Temporary Quorum For HyperSwap IBM v7000"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3A"	"-"	
"SAEUA032"	"SAEUA032"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"QLIK"	"PRD"	"Nprinting server"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA033"	"SAEUA033"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"QLIK"	"PRD"	"RIM - Nprinting + Seft-service server"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"WSPECB - Prod with specific procedure / specific hours"	"-"	
"SAEUA034"	"SAEUA034"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"UREP"	"PRD"	"Unified Reporting"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"SAEUA034\MSSQLSERVER"	"SAEUA034\MSSQLSERVER"	"In production"	"DATABASE INSTANCE"	"Roquette"	"MSSQL"	"UREP"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"1"	"CORP_ISC_SQL"	""	""	""	
"Saeua034\Unified Reporting"	"Saeua034\Unified Reporting"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"UREP"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Reporting"	""	""	""	
"SAEUA038"	"SAEUA038"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"DATAL"	"PRD"	"AZure Data Factory and CI/CD Agent"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA039"	"SAEUA039"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"CCLOG"	"PRD"	"CCLOG - production server"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"1"	"CORP_ISC_Wintel"	""	"WSPECA - during Night between 1.00 AM to 6.00 AM IST"	"-"	
"SAEUA039\IIS"	"SAEUA039\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"CCLOG"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA040"	"SAEUA040"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"RUPR"	"PRD"	"RUPRO prd"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"WSPECB -	 Prod with specific procedure / specific hours"	""	
"SAEUA041"	"SAEUA041"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"RUPR"	"KLIF"	"RUPRO KLIF"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL2 - 24/5"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2B - Non Prod with specific procedure"	""	
"SAEUA042"	"SAEUA042"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"LACM"	"PRD"	"Chromeleon Domain Controller"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3C - Prod which patched on Sunday"	""	
"SAEUA043"	"SAEUA043"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"AIC"	"PRD"	"Automated ITSM Coordinator"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"No"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Network"	""	"W3A - Prod patched during night or week-end"	""	
